#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	A3
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
8	CRIMSON	34.09
9	CRIMSON	35.36
10	CRIMSON	35.98
11	CRIMSON	63.82
12	CRIMSON	35.25
13	CRIMSON	34.29
14	CRIMSON	34.57
15	CRIMSON	35.77
17	CRIMSON	35.26
18	CRIMSON	35.09
21	CRIMSON	35.49
48	CRIMSON	33.31
273	CRIMSON	31.57
280	CRIMSON	35.68
281	CRIMSON	33.3
282	CRIMSON	35.89
283	CRIMSON	35.05
284	CRIMSON	36.97
285	CRIMSON	34.85
286	CRIMSON	35.99
287	CRIMSON	35.72
288	CRIMSON	37.61
289	CRIMSON	35.38
290	CRIMSON	69.71
291	CRIMSON	66.02
292	CRIMSON	67.62
293	CRIMSON	34.69
294	CRIMSON	34.35
295	CRIMSON	34.31
296	CRIMSON	34.43
297	CRIMSON	33.48
298	CRIMSON	66.59
299	CRIMSON	63.07
300	CRIMSON	67.18
301	CRIMSON	34.76
302	CRIMSON	36.17
303	CRIMSON	71.82
304	CRIMSON	35.76
305	CRIMSON	35.94
306	CRIMSON	35.36
307	CRIMSON	35.98
308	CRIMSON	35.15
309	CRIMSON	36.29
310	CRIMSON	35.96
311	CRIMSON	35.07
312	CRIMSON	34.24
313	CRIMSON	35.12
314	CRIMSON	35.11
315	CRIMSON	70.51
316	CRIMSON	35.53
317	CRIMSON	35.86
318	CRIMSON	36.62
319	CRIMSON	70.22
320	CRIMSON	35.94
321	CRIMSON	36.68
322	CRIMSON	36.09
323	CRIMSON	36.29
324	CRIMSON	36.31
325	CRIMSON	34.78
326	CRIMSON	70.61
327	CRIMSON	66.04
328	CRIMSON	34.73
329	CRIMSON	36.12
330	CRIMSON	34.35
331	CRIMSON	72.3
332	CRIMSON	35.23
333	CRIMSON	35.9
334	CRIMSON	34.84
335	CRIMSON	36.57
336	CRIMSON	34.73
337	CRIMSON	37.27
338	CRIMSON	35.83
339	CRIMSON	36.62
546	CRIMSON	34.97
547	CRIMSON	62.69
548	CRIMSON	33.93
549	CRIMSON	35.43
550	CRIMSON	35.28
551	CRIMSON	34.41
552	CRIMSON	35.13
553	CRIMSON	37.2
554	CRIMSON	36.79
555	CRIMSON	35.65
556	CRIMSON	69.1
557	CRIMSON	36.33
558	CRIMSON	35.72
559	CRIMSON	35.3
560	CRIMSON	67.49
561	CRIMSON	58.38
562	CRIMSON	68.31
563	CRIMSON	36.11
564	CRIMSON	67.1
565	CRIMSON	36.83
