#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	F3
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
2	CRIMSON	32.09
3	CRIMSON	34.67
4	CRIMSON	31.81
5	CRIMSON	33.17
6	CRIMSON	32.71
7	CRIMSON	31.93
8	CRIMSON	31.6
9	CRIMSON	32.51
10	CRIMSON	32.92
11	CRIMSON	32.78
13	CRIMSON	34.08
14	CRIMSON	35.17
273	CRIMSON	32.79
274	CRIMSON	33.41
275	CRIMSON	32.42
276	CRIMSON	33.95
277	CRIMSON	34.89
278	CRIMSON	32.65
279	CRIMSON	35.08
280	CRIMSON	34.43
281	CRIMSON	34.78
282	CRIMSON	34.41
283	CRIMSON	35.25
284	CRIMSON	34.9
285	CRIMSON	34.11
286	CRIMSON	33.94
287	CRIMSON	33.88
288	CRIMSON	33.06
289	CRIMSON	33.65
290	CRIMSON	33.08
291	CRIMSON	35.01
292	CRIMSON	33.62
293	CRIMSON	34.07
294	CRIMSON	34.96
295	CRIMSON	36.02
296	CRIMSON	34.92
297	CRIMSON	36.35
298	CRIMSON	34.52
299	CRIMSON	35.73
300	CRIMSON	34.15
301	CRIMSON	35.24
302	CRIMSON	34.36
303	CRIMSON	32.48
304	CRIMSON	34.25
305	CRIMSON	34.41
306	CRIMSON	32.31
307	CRIMSON	34.8
308	CRIMSON	32.96
309	CRIMSON	34.63
310	CRIMSON	34.49
311	CRIMSON	34.03
312	CRIMSON	33.08
313	CRIMSON	34.84
314	CRIMSON	34.63
315	CRIMSON	36.44
316	CRIMSON	34.32
317	CRIMSON	35.31
318	CRIMSON	35.47
319	CRIMSON	34.52
320	CRIMSON	35.6
321	CRIMSON	34.8
322	CRIMSON	34.96
323	CRIMSON	36.5
324	CRIMSON	34.63
325	CRIMSON	33.43
326	CRIMSON	34.59
327	CRIMSON	33.77
328	CRIMSON	33.89
329	CRIMSON	35.09
330	CRIMSON	33.18
331	CRIMSON	34.72
332	CRIMSON	34.25
333	CRIMSON	31.88
334	CRIMSON	34.25
335	CRIMSON	35.91
336	CRIMSON	34.11
337	CRIMSON	35.02
338	CRIMSON	34.61
339	CRIMSON	35.05
545	CRIMSON	34.62
546	CRIMSON	33.18
547	CRIMSON	35.9
548	CRIMSON	35.31
549	CRIMSON	35.69
550	CRIMSON	34.86
551	CRIMSON	36.4
552	CRIMSON	35.14
553	CRIMSON	33.87
554	CRIMSON	34.89
555	CRIMSON	35.88
556	CRIMSON	32.26
557	CRIMSON	36.42
558	CRIMSON	36
559	CRIMSON	34.14
560	CRIMSON	35.95
561	CRIMSON	36.75
562	CRIMSON	35.05
563	CRIMSON	36.59
564	CRIMSON	36.2
565	CRIMSON	35.61
566	CRIMSON	35.68
567	CRIMSON	34.98
568	CRIMSON	34.87
569	CRIMSON	34.18
570	CRIMSON	35.88
571	CRIMSON	34.35
572	CRIMSON	32.89
573	CRIMSON	36.04
574	CRIMSON	35.52
575	CRIMSON	36.47
576	CRIMSON	36.26
577	CRIMSON	35.42
578	CRIMSON	36.8
579	CRIMSON	36.54
580	CRIMSON	37.22
581	CRIMSON	36.36
582	CRIMSON	35.24
583	CRIMSON	36.17
584	CRIMSON	35.77
585	CRIMSON	36.04
586	CRIMSON	36.44
587	CRIMSON	34.86
588	CRIMSON	36.47
589	CRIMSON	36.27
590	CRIMSON	34.55
591	CRIMSON	34.4
592	CRIMSON	35.16
593	CRIMSON	34.21
594	CRIMSON	34.26
595	CRIMSON	35.87
596	CRIMSON	33.58
597	CRIMSON	36.05
598	CRIMSON	36.5
599	CRIMSON	35.28
600	CRIMSON	37.26
601	CRIMSON	36.26
602	CRIMSON	35.95
603	CRIMSON	35.97
604	CRIMSON	35.51
605	CRIMSON	36.4
606	CRIMSON	36.52
607	CRIMSON	35.01
608	CRIMSON	36.98
609	CRIMSON	35.01
610	CRIMSON	34.3
611	CRIMSON	35.59
612	CRIMSON	35.32
817	CRIMSON	33.69
818	CRIMSON	33.51
819	CRIMSON	32.27
820	CRIMSON	35.05
821	CRIMSON	35.26
822	CRIMSON	34.13
823	CRIMSON	35.95
824	CRIMSON	35.15
825	CRIMSON	36.09
826	CRIMSON	34.28
827	CRIMSON	35.61
828	CRIMSON	34.83
829	CRIMSON	35.13
830	CRIMSON	33.45
831	CRIMSON	34.08
832	CRIMSON	33.13
833	CRIMSON	35.66
834	CRIMSON	34.65
835	CRIMSON	32.99
836	CRIMSON	35.1
837	CRIMSON	35.86
838	CRIMSON	35.8
839	CRIMSON	36.06
840	CRIMSON	34.19
841	CRIMSON	36.7
842	CRIMSON	34.91
843	CRIMSON	35.83
844	CRIMSON	34.98
845	CRIMSON	35.11
846	CRIMSON	34.18
847	CRIMSON	34.21
848	CRIMSON	34.5
849	CRIMSON	33.97
850	CRIMSON	35.23
851	CRIMSON	34.26
852	CRIMSON	33.54
853	CRIMSON	33.75
854	CRIMSON	34.74
855	CRIMSON	35.79
856	CRIMSON	35.91
857	CRIMSON	36.35
858	CRIMSON	36.16
859	CRIMSON	37.46
860	CRIMSON	36.26
861	CRIMSON	36.42
862	CRIMSON	36.51
863	CRIMSON	35.32
864	CRIMSON	35.74
865	CRIMSON	35.81
866	CRIMSON	34.26
867	CRIMSON	35.99
868	CRIMSON	34.67
869	CRIMSON	33.86
870	CRIMSON	35.09
871	CRIMSON	35.22
872	CRIMSON	32.71
873	CRIMSON	35.92
874	CRIMSON	34.22
875	CRIMSON	35.85
876	CRIMSON	35.65
877	CRIMSON	35.81
878	CRIMSON	36.17
879	CRIMSON	35.82
880	CRIMSON	35.57
881	CRIMSON	34.92
882	CRIMSON	35.54
883	CRIMSON	33.42
1089	CRIMSON	33.91
1090	CRIMSON	33.22
1091	CRIMSON	34.87
1092	CRIMSON	35.36
1093	CRIMSON	34.24
1094	CRIMSON	34.11
1095	CRIMSON	34.48
1096	CRIMSON	33.99
1097	CRIMSON	33.56
1098	CRIMSON	34
1099	CRIMSON	34.81
1100	CRIMSON	34.2
1101	CRIMSON	35.45
1102	CRIMSON	34.64
1103	CRIMSON	34.67
1104	CRIMSON	35
1105	CRIMSON	35.64
1106	CRIMSON	33.41
1107	CRIMSON	34.77
1108	CRIMSON	34.55
1109	CRIMSON	32.98
1110	CRIMSON	33.74
1111	CRIMSON	33.73
1112	CRIMSON	33.35
1113	CRIMSON	32.94
1114	CRIMSON	35.55
1115	CRIMSON	35.88
1116	CRIMSON	34.52
1117	CRIMSON	34.84
1118	CRIMSON	35.12
1119	CRIMSON	35.28
1120	CRIMSON	36.21
1121	CRIMSON	34.15
1122	CRIMSON	36.2
1123	CRIMSON	35.05
1124	CRIMSON	35.65
1125	CRIMSON	35.13
1126	CRIMSON	33.51
1127	CRIMSON	35.05
1128	CRIMSON	34.49
1129	CRIMSON	33.14
1130	CRIMSON	35.4
1131	CRIMSON	34.18
1132	CRIMSON	33.83
1133	CRIMSON	34.51
1134	CRIMSON	34.19
1135	CRIMSON	33.55
1136	CRIMSON	35.15
1137	CRIMSON	34.93
1138	CRIMSON	35.83
1139	CRIMSON	35.99
1140	CRIMSON	34.98
1141	CRIMSON	35.79
1142	CRIMSON	34.79
1143	CRIMSON	34.42
1144	CRIMSON	35.81
1145	CRIMSON	34.46
1146	CRIMSON	33.9
1147	CRIMSON	34.7
1148	CRIMSON	34.79
1149	CRIMSON	32.88
1150	CRIMSON	34.14
1151	CRIMSON	33.64
1152	CRIMSON	34.38
1153	CRIMSON	33.32
1154	CRIMSON	33.64
1155	CRIMSON	33.63
1156	CRIMSON	35.83
1361	CRIMSON	33.91
1362	CRIMSON	34.29
1363	CRIMSON	32.12
1364	CRIMSON	33.4
1365	CRIMSON	35.51
1366	CRIMSON	34.62
1367	CRIMSON	35.4
1368	CRIMSON	36.83
1369	CRIMSON	35.77
1370	CRIMSON	34.97
1371	CRIMSON	34.77
1372	CRIMSON	36.56
1373	CRIMSON	35
1374	CRIMSON	34.48
1375	CRIMSON	35.53
1376	CRIMSON	33.95
1377	CRIMSON	35.09
1378	CRIMSON	35.87
1379	CRIMSON	35.31
1380	CRIMSON	35.67
1381	CRIMSON	37.2
1382	CRIMSON	35.33
1383	CRIMSON	37.82
1384	CRIMSON	35.61
1385	CRIMSON	36.26
1386	CRIMSON	34.9
1387	CRIMSON	36.19
1388	CRIMSON	35.9
1389	CRIMSON	35.93
1390	CRIMSON	35.29
1391	CRIMSON	34.93
1392	CRIMSON	34.78
1393	CRIMSON	34.89
1394	CRIMSON	34.88
1395	CRIMSON	34.7
1396	CRIMSON	34.56
1397	CRIMSON	35.12
1398	CRIMSON	35.19
1399	CRIMSON	34.51
1400	CRIMSON	32.91
1401	CRIMSON	36.15
1402	CRIMSON	36.03
1403	CRIMSON	36.86
1404	CRIMSON	36.31
1405	CRIMSON	36.25
1406	CRIMSON	36.65
1407	CRIMSON	35.33
1408	CRIMSON	35.79
1409	CRIMSON	36.38
1410	CRIMSON	34.53
1411	CRIMSON	35.95
1412	CRIMSON	34.86
1413	CRIMSON	34.23
1414	CRIMSON	36.24
1415	CRIMSON	34.2
1416	CRIMSON	33.78
1417	CRIMSON	34.36
1418	CRIMSON	35.56
1419	CRIMSON	32.24
1420	CRIMSON	34.33
1421	CRIMSON	35.85
1422	CRIMSON	36.63
1423	CRIMSON	35.15
1424	CRIMSON	35.11
1425	CRIMSON	35.3
1426	CRIMSON	35.07
1427	CRIMSON	34.56
1634	CRIMSON	32.7
1635	CRIMSON	35.97
1636	CRIMSON	34.24
1637	CRIMSON	34.87
1638	CRIMSON	33.72
1639	CRIMSON	34.29
1640	CRIMSON	32.88
1641	CRIMSON	33.05
1642	CRIMSON	33.24
1643	CRIMSON	34.58
1644	CRIMSON	34.49
1645	CRIMSON	35.56
1646	CRIMSON	38.62
1647	CRIMSON	34.71
1648	CRIMSON	36.13
1649	CRIMSON	35.46
1650	CRIMSON	34.57
1651	CRIMSON	35.6
1652	CRIMSON	35.39
1653	CRIMSON	33.46
1654	CRIMSON	34.98
1655	CRIMSON	33.6
1656	CRIMSON	33.68
1657	CRIMSON	33.54
1658	CRIMSON	36.03
1659	CRIMSON	34.04
1660	CRIMSON	34.96
1661	CRIMSON	36.54
1662	CRIMSON	35.49
1663	CRIMSON	35.38
1664	CRIMSON	36.72
1665	CRIMSON	35.33
1666	CRIMSON	36.99
1667	CRIMSON	36.14
1668	CRIMSON	36.28
1669	CRIMSON	35.67
1670	CRIMSON	34.8
1671	CRIMSON	35.3
1672	CRIMSON	36.62
1673	CRIMSON	34.45
1674	CRIMSON	36.07
1675	CRIMSON	34.63
1676	CRIMSON	35.08
1677	CRIMSON	35.65
