#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	B2
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
4	CRIMSON	35.58
6	CRIMSON	33.61
7	CRIMSON	32.92
9	CRIMSON	32.47
23	CRIMSON	34.38
27	CRIMSON	35.68
30	CRIMSON	32.99
34	CRIMSON	34.9
37	CRIMSON	34.79
273	CRIMSON	31.62
274	CRIMSON	33.1
275	CRIMSON	33.46
276	CRIMSON	31.94
277	CRIMSON	33.69
278	CRIMSON	34.88
279	CRIMSON	33.67
280	CRIMSON	34.45
281	CRIMSON	34.02
282	CRIMSON	34.76
283	CRIMSON	34.18
284	CRIMSON	34.41
285	CRIMSON	71.89
286	CRIMSON	32.06
287	CRIMSON	31.32
288	CRIMSON	73.9
289	CRIMSON	32.74
290	CRIMSON	33.84
291	CRIMSON	31.7
292	CRIMSON	34.22
293	CRIMSON	35.44
294	CRIMSON	34.48
295	CRIMSON	36.01
296	CRIMSON	34.07
297	CRIMSON	33.87
298	CRIMSON	34.55
299	CRIMSON	34.84
300	CRIMSON	36.41
301	CRIMSON	34.66
302	CRIMSON	35.89
303	CRIMSON	34.65
304	CRIMSON	36
305	CRIMSON	35.18
306	CRIMSON	34.24
307	CRIMSON	35
308	CRIMSON	34.54
309	CRIMSON	34.4
310	CRIMSON	34.63
311	CRIMSON	71.9
312	CRIMSON	72.06
313	CRIMSON	34.98
314	CRIMSON	33.58
315	CRIMSON	33.3
316	CRIMSON	33.27
317	CRIMSON	34.1
318	CRIMSON	35.49
319	CRIMSON	34.59
320	CRIMSON	33.07
321	CRIMSON	35.66
322	CRIMSON	35.16
323	CRIMSON	35.43
324	CRIMSON	36.48
325	CRIMSON	34.57
326	CRIMSON	34.62
327	CRIMSON	36.35
328	CRIMSON	35.31
329	CRIMSON	35.28
330	CRIMSON	60.95
331	CRIMSON	69.03
332	CRIMSON	34.03
333	CRIMSON	35.35
334	CRIMSON	33.81
335	CRIMSON	34.52
336	CRIMSON	34.6
337	CRIMSON	34.26
338	CRIMSON	33.86
339	CRIMSON	34.28
546	CRIMSON	34.18
547	CRIMSON	34.1
548	CRIMSON	33.18
549	CRIMSON	35.32
550	CRIMSON	36.77
551	CRIMSON	75.03
552	CRIMSON	34.33
553	CRIMSON	34.46
554	CRIMSON	33.98
555	CRIMSON	34.17
556	CRIMSON	34.23
557	CRIMSON	32.93
558	CRIMSON	35.02
559	CRIMSON	35.95
560	CRIMSON	35.1
561	CRIMSON	38.03
562	CRIMSON	34.43
563	CRIMSON	35.18
564	CRIMSON	35.21
565	CRIMSON	62.17
566	CRIMSON	34.78
567	CRIMSON	35.6
568	CRIMSON	33.72
569	CRIMSON	34.93
570	CRIMSON	34.36
571	CRIMSON	35.99
572	CRIMSON	34.75
573	CRIMSON	35.96
574	CRIMSON	36.31
575	CRIMSON	34.88
576	CRIMSON	35.98
577	CRIMSON	73.14
578	CRIMSON	34.99
579	CRIMSON	35.87
580	CRIMSON	34.62
581	CRIMSON	34.98
582	CRIMSON	36.99
583	CRIMSON	35.65
584	CRIMSON	36.69
585	CRIMSON	36.03
586	CRIMSON	33.61
587	CRIMSON	35.41
588	CRIMSON	33.48
589	CRIMSON	34.86
