#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	A1
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
9	CRIMSON	34.65
10	CRIMSON	60.84
11	CRIMSON	62.14
12	CRIMSON	68.34
13	CRIMSON	36.16
14	CRIMSON	64.23
17	CRIMSON	35
24	CRIMSON	35.15
34	CRIMSON	66.75
280	CRIMSON	41.89
281	CRIMSON	34.04
282	CRIMSON	34.81
283	CRIMSON	36.24
284	CRIMSON	35.63
285	CRIMSON	34.74
286	CRIMSON	47.74
287	CRIMSON	34.76
288	CRIMSON	69.86
289	CRIMSON	35.45
290	CRIMSON	34.47
291	CRIMSON	36.67
292	CRIMSON	36.19
293	CRIMSON	35.84
294	CRIMSON	71.62
295	CRIMSON	35.47
296	CRIMSON	33.4
297	CRIMSON	36.45
298	CRIMSON	35.56
299	CRIMSON	36.72
300	CRIMSON	35.9
301	CRIMSON	35.93
302	CRIMSON	70.68
303	CRIMSON	35.22
304	CRIMSON	71.68
305	CRIMSON	70.9
306	CRIMSON	36.77
307	CRIMSON	72.28
308	CRIMSON	35.83
309	CRIMSON	36.05
310	CRIMSON	36.08
311	CRIMSON	35.37
312	CRIMSON	35.62
313	CRIMSON	35.74
314	CRIMSON	35.43
315	CRIMSON	35.42
316	CRIMSON	35.84
317	CRIMSON	36.49
318	CRIMSON	34.58
319	CRIMSON	34.81
320	CRIMSON	35.35
321	CRIMSON	35.12
322	CRIMSON	35.78
323	CRIMSON	36
324	CRIMSON	36.35
325	CRIMSON	36.52
326	CRIMSON	65.66
327	CRIMSON	36.76
328	CRIMSON	34.23
329	CRIMSON	73.49
330	CRIMSON	36.56
331	CRIMSON	36.69
332	CRIMSON	37.03
333	CRIMSON	36.02
334	CRIMSON	35.06
335	CRIMSON	36.6
336	CRIMSON	34.77
337	CRIMSON	36.12
338	CRIMSON	69.67
339	CRIMSON	64.84
546	CRIMSON	36.58
547	CRIMSON	34.71
550	CRIMSON	35.61
551	CRIMSON	33.54
552	CRIMSON	61.76
553	CRIMSON	34.25
554	CRIMSON	36.82
555	CRIMSON	66.6
556	CRIMSON	36.36
557	CRIMSON	37.29
558	CRIMSON	36.96
559	CRIMSON	66.66
560	CRIMSON	38.34
561	CRIMSON	37.41
562	CRIMSON	36.34
563	CRIMSON	70.59
564	CRIMSON	69.98
565	CRIMSON	36.09
566	CRIMSON	65.61
567	CRIMSON	35.32
568	CRIMSON	64.22
569	CRIMSON	35.28
570	CRIMSON	36.32
571	CRIMSON	68.88
572	CRIMSON	35.45
573	CRIMSON	35.32
574	CRIMSON	37.69
575	CRIMSON	37.32
576	CRIMSON	33.62
577	CRIMSON	38.37
578	CRIMSON	62.09
579	CRIMSON	37.74
580	CRIMSON	37.24
581	CRIMSON	39
582	CRIMSON	38.17
583	CRIMSON	38.26
584	CRIMSON	39.41
585	CRIMSON	37.53
586	CRIMSON	37.4
587	CRIMSON	38.44
588	CRIMSON	36.39
589	CRIMSON	38.17
590	CRIMSON	38.55
591	CRIMSON	71.96
592	CRIMSON	37.81
593	CRIMSON	37.4
594	CRIMSON	36.8
595	CRIMSON	38.08
596	CRIMSON	37.03
597	CRIMSON	37.14
598	CRIMSON	37.36
599	CRIMSON	37.03
600	CRIMSON	36.54
601	CRIMSON	37.47
602	CRIMSON	35.45
603	CRIMSON	37.17
604	CRIMSON	74.22
605	CRIMSON	68.64
606	CRIMSON	36.4
607	CRIMSON	38.51
608	CRIMSON	58.9
609	CRIMSON	38.26
610	CRIMSON	37.16
611	CRIMSON	37.84
612	CRIMSON	36.85
817	CRIMSON	35.65
818	CRIMSON	34.96
819	CRIMSON	35.86
820	CRIMSON	35.54
821	CRIMSON	34.99
822	CRIMSON	35.08
823	CRIMSON	35.75
824	CRIMSON	69.44
825	CRIMSON	33.94
826	CRIMSON	36.05
827	CRIMSON	35.65
828	CRIMSON	35.68
829	CRIMSON	34.64
830	CRIMSON	36.35
831	CRIMSON	34.34
832	CRIMSON	73.11
833	CRIMSON	36.91
834	CRIMSON	37.11
835	CRIMSON	36.3
836	CRIMSON	66.3
840	CRIMSON	36.87
841	CRIMSON	37.73
842	CRIMSON	58.31
843	CRIMSON	36.71
844	CRIMSON	69.42
845	CRIMSON	35.88
846	CRIMSON	36.94
847	CRIMSON	36.33
848	CRIMSON	35.94
849	CRIMSON	36.6
850	CRIMSON	35.4
851	CRIMSON	35.89
852	CRIMSON	36.04
853	CRIMSON	35.8
854	CRIMSON	36.35
855	CRIMSON	37.03
856	CRIMSON	37.84
857	CRIMSON	34.58
858	CRIMSON	71.42
859	CRIMSON	37.6
860	CRIMSON	37.26
861	CRIMSON	36
862	CRIMSON	38.08
863	CRIMSON	37.26
864	CRIMSON	61.88
865	CRIMSON	36.91
866	CRIMSON	38.15
867	CRIMSON	36.72
868	CRIMSON	38.4
869	CRIMSON	37.67
870	CRIMSON	36.15
871	CRIMSON	37.96
872	CRIMSON	37.59
873	CRIMSON	37.5
874	CRIMSON	37.65
875	CRIMSON	35.79
876	CRIMSON	36.48
877	CRIMSON	36.55
878	CRIMSON	70.41
879	CRIMSON	36.65
880	CRIMSON	34.85
881	CRIMSON	37.04
882	CRIMSON	36.01
883	CRIMSON	35.45
1090	CRIMSON	34.51
1091	CRIMSON	35.18
1092	CRIMSON	69.2
1093	CRIMSON	34.57
1094	CRIMSON	63.95
1095	CRIMSON	59.64
1096	CRIMSON	35.02
1097	CRIMSON	36
1098	CRIMSON	35.57
1099	CRIMSON	36.21
1100	CRIMSON	35.94
1101	CRIMSON	35.49
1102	CRIMSON	36.09
1103	CRIMSON	65.84
1104	CRIMSON	36.81
1105	CRIMSON	36.04
1106	CRIMSON	35.3
1107	CRIMSON	35.93
1108	CRIMSON	35.47
1109	CRIMSON	66.4
1110	CRIMSON	72.87
1111	CRIMSON	35.16
1112	CRIMSON	34.63
1113	CRIMSON	36.07
1114	CRIMSON	72.4
1115	CRIMSON	71.27
1116	CRIMSON	36.19
1117	CRIMSON	37.61
1118	CRIMSON	35.93
1119	CRIMSON	36.98
1120	CRIMSON	37.54
1121	CRIMSON	36.21
1122	CRIMSON	37.69
1123	CRIMSON	72.77
1124	CRIMSON	36.46
1125	CRIMSON	37.57
1126	CRIMSON	67.54
1127	CRIMSON	70.43
1128	CRIMSON	71.36
1129	CRIMSON	35.56
1130	CRIMSON	36.39
1131	CRIMSON	74.19
1132	CRIMSON	70.9
