#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	E3
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
2	CRIMSON	34
3	CRIMSON	33.82
8	CRIMSON	33.55
11	CRIMSON	32.95
273	CRIMSON	35.02
274	CRIMSON	34.74
275	CRIMSON	35.77
276	CRIMSON	35.51
277	CRIMSON	35.65
278	CRIMSON	34.29
279	CRIMSON	34.9
280	CRIMSON	34.98
281	CRIMSON	35.04
282	CRIMSON	35.27
283	CRIMSON	36.25
284	CRIMSON	35.72
285	CRIMSON	36.2
286	CRIMSON	35.01
287	CRIMSON	33.92
288	CRIMSON	35.75
289	CRIMSON	35.66
290	CRIMSON	34.73
291	CRIMSON	36.53
292	CRIMSON	35.9
293	CRIMSON	35.81
294	CRIMSON	37.3
295	CRIMSON	36.1
296	CRIMSON	36.86
297	CRIMSON	36.53
298	CRIMSON	36.74
299	CRIMSON	36.11
300	CRIMSON	35.21
301	CRIMSON	36.38
302	CRIMSON	35.88
303	CRIMSON	35.98
304	CRIMSON	36.15
305	CRIMSON	35.26
306	CRIMSON	36.12
307	CRIMSON	34.61
308	CRIMSON	36.55
309	CRIMSON	36.06
310	CRIMSON	35.79
311	CRIMSON	34.85
312	CRIMSON	36.1
313	CRIMSON	35.31
314	CRIMSON	37.04
315	CRIMSON	35.91
316	CRIMSON	37.92
317	CRIMSON	36.14
318	CRIMSON	36.23
319	CRIMSON	37.21
320	CRIMSON	37.74
321	CRIMSON	35.69
322	CRIMSON	37.15
323	CRIMSON	37.18
324	CRIMSON	37.06
325	CRIMSON	37.03
326	CRIMSON	35.22
327	CRIMSON	37.44
328	CRIMSON	35.75
329	CRIMSON	34.94
330	CRIMSON	35.39
331	CRIMSON	35.02
332	CRIMSON	33.57
333	CRIMSON	35.8
334	CRIMSON	36.02
335	CRIMSON	35.44
336	CRIMSON	36.15
337	CRIMSON	36.48
338	CRIMSON	36.31
339	CRIMSON	36.6
546	CRIMSON	34.77
547	CRIMSON	34.4
548	CRIMSON	35.32
549	CRIMSON	33.94
550	CRIMSON	35.11
551	CRIMSON	34.82
552	CRIMSON	33.81
553	CRIMSON	35.29
554	CRIMSON	36.74
555	CRIMSON	35.99
556	CRIMSON	36.56
557	CRIMSON	35.82
558	CRIMSON	36.54
559	CRIMSON	36.03
560	CRIMSON	36.69
561	CRIMSON	34.34
562	CRIMSON	36.23
563	CRIMSON	35.35
564	CRIMSON	34.85
565	CRIMSON	34.79
566	CRIMSON	35.36
567	CRIMSON	34.93
568	CRIMSON	34.76
569	CRIMSON	34.49
570	CRIMSON	36.66
571	CRIMSON	36.27
572	CRIMSON	36.81
573	CRIMSON	35.92
574	CRIMSON	36.41
575	CRIMSON	36.94
576	CRIMSON	36.95
577	CRIMSON	36.07
578	CRIMSON	36.49
579	CRIMSON	36.43
580	CRIMSON	36.36
581	CRIMSON	35.28
582	CRIMSON	36.07
583	CRIMSON	35.91
584	CRIMSON	35.73
585	CRIMSON	35.22
586	CRIMSON	35.43
587	CRIMSON	35.79
588	CRIMSON	35.84
589	CRIMSON	35.01
590	CRIMSON	34.86
591	CRIMSON	35.38
592	CRIMSON	34.91
593	CRIMSON	34.29
594	CRIMSON	35.48
595	CRIMSON	35.74
596	CRIMSON	37.57
597	CRIMSON	37.71
598	CRIMSON	35.3
599	CRIMSON	37.04
600	CRIMSON	36.11
601	CRIMSON	36.33
602	CRIMSON	36.56
603	CRIMSON	36.3
604	CRIMSON	35.74
605	CRIMSON	35.23
606	CRIMSON	34.63
607	CRIMSON	36.16
608	CRIMSON	35.84
609	CRIMSON	34.54
610	CRIMSON	35.34
611	CRIMSON	34.17
612	CRIMSON	34.67
817	CRIMSON	35.72
818	CRIMSON	34.99
819	CRIMSON	36.42
820	CRIMSON	36.48
821	CRIMSON	36.95
822	CRIMSON	35.73
823	CRIMSON	36.07
824	CRIMSON	36.51
825	CRIMSON	35.83
826	CRIMSON	34.49
827	CRIMSON	36.07
828	CRIMSON	35.25
829	CRIMSON	34.33
830	CRIMSON	35.42
831	CRIMSON	34.24
832	CRIMSON	35.65
833	CRIMSON	36.27
834	CRIMSON	36.35
835	CRIMSON	36.43
836	CRIMSON	36.24
837	CRIMSON	35.98
838	CRIMSON	37
839	CRIMSON	35.8
840	CRIMSON	36.93
841	CRIMSON	36.86
842	CRIMSON	36.22
843	CRIMSON	35.7
844	CRIMSON	35.2
845	CRIMSON	35.02
846	CRIMSON	35.59
847	CRIMSON	35.6
848	CRIMSON	36.14
849	CRIMSON	34.95
850	CRIMSON	34.8
851	CRIMSON	36.25
852	CRIMSON	36.76
853	CRIMSON	33.73
854	CRIMSON	35.61
855	CRIMSON	36.34
856	CRIMSON	36.18
857	CRIMSON	35.89
858	CRIMSON	37.37
859	CRIMSON	35.93
860	CRIMSON	35.54
861	CRIMSON	36.8
862	CRIMSON	36.9
863	CRIMSON	36.32
864	CRIMSON	36.32
865	CRIMSON	35.96
866	CRIMSON	36.88
867	CRIMSON	34.39
868	CRIMSON	35.38
869	CRIMSON	35.87
870	CRIMSON	35.79
871	CRIMSON	36.07
872	CRIMSON	35.52
873	CRIMSON	34.37
874	CRIMSON	35.44
875	CRIMSON	36.4
876	CRIMSON	33.63
877	CRIMSON	36.08
878	CRIMSON	36.95
879	CRIMSON	36.25
880	CRIMSON	35.89
881	CRIMSON	36.76
882	CRIMSON	36.07
883	CRIMSON	37.59
1090	CRIMSON	34.25
1091	CRIMSON	36.3
1092	CRIMSON	36.12
1093	CRIMSON	34.9
1094	CRIMSON	36.26
1095	CRIMSON	35.13
1096	CRIMSON	34.23
1097	CRIMSON	37.17
1098	CRIMSON	36.68
1099	CRIMSON	32.24
1100	CRIMSON	36.33
1101	CRIMSON	36.38
1102	CRIMSON	37.14
1103	CRIMSON	36.38
1104	CRIMSON	37.35
1105	CRIMSON	35.81
1106	CRIMSON	36.69
1107	CRIMSON	35.76
1108	CRIMSON	35.18
1109	CRIMSON	36.42
1110	CRIMSON	35.11
1111	CRIMSON	36.53
1112	CRIMSON	34.9
1113	CRIMSON	36.01
1114	CRIMSON	38.02
1115	CRIMSON	36.18
1116	CRIMSON	37.02
1117	CRIMSON	36.94
1118	CRIMSON	35.41
1119	CRIMSON	37.01
1120	CRIMSON	37.37
1121	CRIMSON	38.33
1122	CRIMSON	37.65
1123	CRIMSON	36.8
1124	CRIMSON	38.23
1125	CRIMSON	36.36
1126	CRIMSON	37.17
1127	CRIMSON	36.81
1128	CRIMSON	36.55
1129	CRIMSON	37.22
1130	CRIMSON	37.09
1131	CRIMSON	35.06
1132	CRIMSON	35.95
1133	CRIMSON	37.2
1134	CRIMSON	35.73
1135	CRIMSON	36.27
1136	CRIMSON	35.77
1137	CRIMSON	35.69
1138	CRIMSON	37.25
1139	CRIMSON	33.87
1140	CRIMSON	36.04
1141	CRIMSON	36.66
1142	CRIMSON	37
1143	CRIMSON	38.83
1144	CRIMSON	36.63
1145	CRIMSON	37.69
1146	CRIMSON	37.4
1147	CRIMSON	37.22
1148	CRIMSON	37.75
1149	CRIMSON	36.99
1150	CRIMSON	36.84
1151	CRIMSON	37.97
1152	CRIMSON	36.47
1153	CRIMSON	35.75
1154	CRIMSON	36.1
1155	CRIMSON	36.44
1156	CRIMSON	35.01
1361	CRIMSON	36.39
1362	CRIMSON	34.21
1363	CRIMSON	35.49
1364	CRIMSON	35.03
1365	CRIMSON	35.55
1366	CRIMSON	35.38
1367	CRIMSON	35.52
1368	CRIMSON	35.38
1369	CRIMSON	35.23
1370	CRIMSON	35.52
1371	CRIMSON	35.17
1372	CRIMSON	34.92
1373	CRIMSON	33.44
1374	CRIMSON	34.44
1375	CRIMSON	34.13
1376	CRIMSON	35.17
1377	CRIMSON	35.78
1378	CRIMSON	35.89
1379	CRIMSON	35.93
1380	CRIMSON	36.9
1381	CRIMSON	35.58
1382	CRIMSON	36.38
1383	CRIMSON	35.56
1384	CRIMSON	36.25
1385	CRIMSON	34.91
1386	CRIMSON	34.6
1387	CRIMSON	34.95
1388	CRIMSON	34.5
1389	CRIMSON	34.37
1390	CRIMSON	35.17
1391	CRIMSON	32.47
1392	CRIMSON	35.01
1393	CRIMSON	34.5
1394	CRIMSON	33.88
1395	CRIMSON	35.86
1396	CRIMSON	34.63
1397	CRIMSON	36.38
1398	CRIMSON	35.54
1399	CRIMSON	36.29
1400	CRIMSON	37.54
1401	CRIMSON	35.92
1402	CRIMSON	37.49
1403	CRIMSON	36.55
1404	CRIMSON	35.58
1405	CRIMSON	36.39
1406	CRIMSON	37.07
1407	CRIMSON	36.55
1408	CRIMSON	36.64
1409	CRIMSON	35.03
1410	CRIMSON	36.39
1411	CRIMSON	36.19
