#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	C2
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
273	CRIMSON	34.03
274	CRIMSON	33.92
275	CRIMSON	35.38
276	CRIMSON	34.33
277	CRIMSON	34.38
278	CRIMSON	33.63
279	CRIMSON	33.95
280	CRIMSON	35.18
281	CRIMSON	33.8
282	CRIMSON	32.97
283	CRIMSON	34.91
284	CRIMSON	33.85
285	CRIMSON	33.82
286	CRIMSON	36.5
287	CRIMSON	36.41
288	CRIMSON	35.9
289	CRIMSON	36.14
290	CRIMSON	35.88
291	CRIMSON	36
292	CRIMSON	35.64
293	CRIMSON	36.05
294	CRIMSON	35.9
295	CRIMSON	35.71
296	CRIMSON	35.64
297	CRIMSON	35.46
298	CRIMSON	35.47
299	CRIMSON	36.14
300	CRIMSON	36.12
301	CRIMSON	35.82
302	CRIMSON	33.76
303	CRIMSON	35.34
304	CRIMSON	33.86
305	CRIMSON	35.13
306	CRIMSON	35.69
307	CRIMSON	34.94
308	CRIMSON	34.88
309	CRIMSON	36.19
310	CRIMSON	35.14
311	CRIMSON	37.36
312	CRIMSON	36.13
313	CRIMSON	36.7
314	CRIMSON	36.35
315	CRIMSON	36.09
316	CRIMSON	36.3
317	CRIMSON	35.88
318	CRIMSON	35.26
319	CRIMSON	36.69
320	CRIMSON	35.66
321	CRIMSON	34.56
322	CRIMSON	35.36
323	CRIMSON	35.45
324	CRIMSON	35.11
325	CRIMSON	35.12
326	CRIMSON	34.65
327	CRIMSON	33.01
328	CRIMSON	35.49
329	CRIMSON	34.81
330	CRIMSON	34.79
331	CRIMSON	35.56
332	CRIMSON	35.66
333	CRIMSON	35.75
334	CRIMSON	34.79
335	CRIMSON	37.25
336	CRIMSON	36.04
337	CRIMSON	35.84
338	CRIMSON	35.91
339	CRIMSON	35.72
546	CRIMSON	32.98
