#head
#DDES_version	1.0
#datetime	202506301127
#experiment_ID	expID
#run_ID	5160815c-092d-49ea-946c-cf7bcb49432a
#DDES_type	intensity
#well_ID	D1
#assay_ID	HIV Triplex
#data
partition_ID	channel_ID	FI_endpoint
273	CRIMSON	33.49
274	CRIMSON	31.98
275	CRIMSON	34.82
276	CRIMSON	35.37
277	CRIMSON	35.95
278	CRIMSON	33.75
279	CRIMSON	35.08
280	CRIMSON	35.22
281	CRIMSON	34.42
282	CRIMSON	37
283	CRIMSON	35.75
284	CRIMSON	35.99
285	CRIMSON	36.41
286	CRIMSON	36.72
287	CRIMSON	34.43
288	CRIMSON	34.97
289	CRIMSON	34.98
290	CRIMSON	34.42
291	CRIMSON	35.72
292	CRIMSON	34.41
293	CRIMSON	34.97
294	CRIMSON	34.24
295	CRIMSON	33.85
296	CRIMSON	35.75
297	CRIMSON	35.48
298	CRIMSON	36.46
299	CRIMSON	37.1
300	CRIMSON	35.66
301	CRIMSON	36.58
302	CRIMSON	35.09
303	CRIMSON	36.66
304	CRIMSON	35.18
305	CRIMSON	36.63
306	CRIMSON	37.29
307	CRIMSON	35.53
308	CRIMSON	35.69
309	CRIMSON	35.99
310	CRIMSON	35.69
311	CRIMSON	36.09
312	CRIMSON	35.38
313	CRIMSON	35.2
314	CRIMSON	36.3
315	CRIMSON	34.09
316	CRIMSON	35.28
317	CRIMSON	36.74
318	CRIMSON	34.27
319	CRIMSON	34.54
320	CRIMSON	34.11
321	CRIMSON	34.53
322	CRIMSON	73.59
323	CRIMSON	35.62
324	CRIMSON	36.42
325	CRIMSON	32.22
326	CRIMSON	35.7
327	CRIMSON	36.18
328	CRIMSON	36.83
329	CRIMSON	35.38
330	CRIMSON	36.62
331	CRIMSON	33.89
332	CRIMSON	36.05
333	CRIMSON	35.13
334	CRIMSON	35.44
335	CRIMSON	35.93
336	CRIMSON	36.16
337	CRIMSON	33.93
338	CRIMSON	36.25
339	CRIMSON	34.47
546	CRIMSON	35.38
547	CRIMSON	37.42
548	CRIMSON	34.47
549	CRIMSON	35.47
550	CRIMSON	36.02
551	CRIMSON	35.82
552	CRIMSON	33.68
553	CRIMSON	35.67
554	CRIMSON	35.37
555	CRIMSON	35.22
556	CRIMSON	33.12
557	CRIMSON	35.92
558	CRIMSON	36.85
559	CRIMSON	37.14
560	CRIMSON	37.55
561	CRIMSON	36.61
562	CRIMSON	38.11
563	CRIMSON	37.15
564	CRIMSON	37.22
565	CRIMSON	37.22
566	CRIMSON	36.57
567	CRIMSON	36.84
568	CRIMSON	36.99
569	CRIMSON	37.26
570	CRIMSON	35.96
571	CRIMSON	35.11
572	CRIMSON	36.71
573	CRIMSON	34.78
574	CRIMSON	36.18
575	CRIMSON	35.26
576	CRIMSON	34.51
577	CRIMSON	34.72
